Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2008-09-18,118.05,121.79,113.8,120.07,95.67,776114700,SPY
2008-09-19,126.7,128.0,123.33,124.12,99.47,501087800,SPY
2008-09-22,124.45,124.75,120.36,121.31,97.21,249966500,SPY
2008-09-23,120.85,122.02,118.28,118.55,95.0,327470400,SPY
2008-09-24,119.35,120.0,117.79,118.93,95.31,311818400,SPY
2008-09-25,119.4,121.91,118.44,120.79,96.8,328253000,SPY
2008-09-26,118.83,121.5,118.51,120.85,96.84,285917400,SPY
2008-09-29,119.14,119.34,110.97,111.38,89.26,459562300,SPY
2008-09-30,113.51,116.8,110.53,115.99,92.95,328154400,SPY
2008-10-01,115.27,116.69,113.95,116.06,93.01,332783000,SPY
2008-10-02,114.95,115.11,111.06,111.85,89.63,365337800,SPY
2008-10-03,112.86,115.45,109.68,110.34,88.42,461798000,SPY
2008-10-06,107.15,107.62,100.64,104.72,83.92,610637500,SPY
2008-10-07,106.84,107.33,99.65,100.03,80.16,540012100,SPY
2008-10-08,97.52,102.18,96.81,97.51,78.14,725414800,SPY
2008-10-09,99.66,100.62,90.25,90.7,72.68,534485200,SPY
2008-10-10,86.76,93.94,83.58,88.5,70.92,871026300,SPY
2008-10-13,93.87,101.35,89.95,101.35,81.22,455584000,SPY
2008-10-14,104.7,105.53,97.11,99.85,80.02,546268300,SPY
2008-10-15,97.46,97.8,89.71,90.02,72.14,484627500,SPY
2008-10-16,91.29,94.77,86.54,93.77,75.14,708811200,SPY
2008-10-17,91.99,98.59,91.65,93.21,74.7,476649000,SPY
2008-10-20,95.35,99.1,94.09,98.81,79.18,321294200,SPY
2008-10-21,96.97,98.64,95.22,95.86,76.82,356502000,SPY
2008-10-22,93.2,95.86,87.53,90.64,72.64,516168000,SPY
2008-10-23,90.29,92.45,85.81,91.69,73.48,634666400,SPY
2008-10-24,84.06,89.92,84.0,87.04,69.75,545812600,SPY
2008-10-27,85.97,89.51,83.7,83.95,67.27,397288600,SPY
2008-10-28,87.34,94.24,84.53,93.76,75.14,639939500,SPY
2008-10-29,93.77,97.17,92.1,93.08,74.59,531270100,SPY
2008-10-30,95.78,96.54,92.9,96.3,77.17,414582100,SPY
2008-10-31,95.08,98.57,94.48,96.83,77.6,411394000,SPY
2008-11-03,96.78,97.69,95.95,97.11,77.82,205419400,SPY
2008-11-04,99.06,100.86,96.71,100.41,80.46,346793400,SPY
2008-11-05,99.2,100.71,95.0,96.19,77.08,387844100,SPY
2008-11-06,94.46,95.44,90.06,90.86,72.81,477721900,SPY
2008-11-07,91.65,94.0,90.5,93.86,75.22,380391000,SPY
2008-11-10,95.21,95.53,90.92,92.63,74.23,301773000,SPY
2008-11-11,90.76,92.14,88.65,89.77,71.94,418498200,SPY
2008-11-12,88.23,88.95,85.12,85.82,68.77,454330600,SPY
2008-11-13,86.13,91.73,82.09,91.17,73.06,753141900,SPY
2008-11-14,89.41,92.06,86.52,86.62,69.41,540352300,SPY
2008-11-17,86.38,88.56,85.16,85.47,68.49,415254900,SPY
2008-11-18,85.15,87.22,82.91,87.08,69.78,523811800,SPY
2008-11-19,85.91,86.87,80.92,81.5,65.31,558327600,SPY
2008-11-20,80.13,82.51,75.05,75.45,60.46,814180400,SPY
2008-11-21,77.46,80.9,74.34,79.52,63.72,718536500,SPY
2008-11-24,81.92,86.99,80.36,85.03,68.14,523305300,SPY
2008-11-25,87.3,87.51,83.82,85.66,68.64,454112400,SPY
2008-11-26,84.3,89.19,84.24,88.97,71.3,370134200,SPY
2008-11-28,88.63,90.13,88.48,90.09,72.19,118308100,SPY
2008-12-01,87.51,87.55,81.86,82.11,65.8,369927100,SPY
2008-12-02,83.47,85.49,82.04,85.27,68.33,469508400,SPY
2008-12-03,83.4,87.83,83.14,87.32,69.98,519863500,SPY
2008-12-04,86.06,88.05,83.74,85.3,68.36,444173800,SPY
2008-12-05,83.65,88.42,82.24,87.93,70.46,471905300,SPY
2008-12-08,90.34,92.38,88.08,91.0,72.92,412859300,SPY
2008-12-09,90.37,92.13,88.98,89.5,71.72,370790000,SPY
2008-12-10,90.32,91.36,89.0,90.11,72.21,396187400,SPY
2008-12-11,89.54,91.0,87.37,87.94,70.47,365061000,SPY
2008-12-12,85.55,89.07,85.2,88.99,71.31,415060400,SPY
2008-12-15,89.02,89.15,86.29,87.75,70.32,256694200,SPY
2008-12-16,91.88,92.02,88.18,91.88,73.63,377699500,SPY
2008-12-17,90.84,92.43,90.06,90.99,72.92,281819800,SPY
2008-12-18,91.4,91.67,88.21,89.29,71.55,374673300,SPY
2008-12-19,89.1,90.62,88.09,88.19,71.25,301451300,SPY
2008-12-22,88.58,88.67,85.49,87.06,70.33,243759500,SPY
2008-12-23,87.53,87.93,85.8,86.16,69.61,221625200,SPY
2008-12-24,86.45,86.87,86.0,86.66,70.01,62061600,SPY
2008-12-26,87.24,87.3,86.5,87.16,70.41,74767700,SPY
2008-12-29,87.24,87.33,85.6,86.91,70.21,127795900,SPY
2008-12-30,87.51,89.05,86.88,88.97,71.88,168256300,SPY
2008-12-31,89.08,90.97,88.87,90.24,72.9,193987200,SPY
2009-01-02,90.44,93.44,89.85,92.96,75.1,227566300,SPY
2009-01-05,92.63,93.66,91.89,92.85,75.01,240349700,SPY
2009-01-06,93.64,94.45,92.68,93.47,75.51,328260900,SPY
2009-01-07,92.0,92.26,90.2,90.67,73.25,280899200,SPY
2009-01-08,90.16,91.09,89.67,91.04,73.55,263834400,SPY
2009-01-09,91.16,91.32,85.36,89.09,71.97,330953600,SPY
2009-01-12,88.84,88.91,86.41,86.95,70.24,277858500,SPY
2009-01-13,86.73,87.88,86.2,87.11,70.37,356432300,SPY
2009-01-14,85.54,85.75,83.16,84.37,68.16,435491600,SPY
2009-01-15,84.12,85.25,81.72,84.4,68.18,532647300,SPY
2009-01-16,85.86,85.99,83.05,85.06,68.72,399237200,SPY
2009-01-20,84.23,85.06,80.05,80.57,65.09,419855200,SPY
2009-01-21,81.94,84.24,80.47,84.05,67.9,364360700,SPY
2009-01-22,82.42,84.04,81.17,82.75,66.85,427940300,SPY
2009-01-23,80.9,83.99,80.57,83.11,67.14,386800600,SPY
2009-01-26,83.59,85.36,82.81,83.68,67.6,317978800,SPY
2009-01-27,84.13,85.15,83.3,84.53,68.29,273789700,SPY
2009-01-28,86.4,87.95,86.07,87.39,70.6,330007000,SPY
2009-01-29,86.11,87.49,84.47,84.55,68.31,294392500,SPY
2009-01-30,84.98,85.4,82.21,82.83,66.92,383383600,SPY
2009-02-02,81.57,83.18,81.31,82.58,66.71,288233300,SPY
2009-02-03,83.1,84.36,82.22,83.74,67.65,278385800,SPY
2009-02-04,84.3,85.37,83.04,83.33,67.32,322989300,SPY
2009-02-05,82.7,85.29,77.73,84.57,68.32,417679400,SPY
2009-02-06,84.86,87.34,84.68,86.98,70.27,366101700,SPY
2009-02-09,86.96,87.74,86.32,87.1,70.37,240075200,SPY
2009-02-10,86.27,87.03,82.45,83.11,67.14,536212800,SPY
2009-02-11,83.45,84.05,82.4,83.6,67.54,324442500,SPY
2009-02-12,82.17,83.82,81.05,83.66,67.59,469302200,SPY
2009-02-13,83.55,84.24,82.74,82.76,66.86,293998400,SPY
2009-02-17,80.16,82.96,79.17,79.22,64.0,478910100,SPY
2009-02-18,79.79,79.94,78.28,79.03,63.85,362964800,SPY
2009-02-19,79.84,80.15,78.02,78.18,63.16,316867500,SPY
2009-02-20,76.73,78.34,75.77,77.42,62.55,477176600,SPY
2009-02-23,78.27,78.27,74.59,74.65,60.31,379641400,SPY
2009-02-24,75.29,77.95,74.7,77.48,62.59,426260900,SPY
2009-02-25,77.14,78.42,75.63,76.87,62.1,461985800,SPY
2009-02-26,77.82,79.67,75.53,75.62,61.09,363353900,SPY
2009-02-27,74.01,75.69,73.81,73.93,59.73,470510900,SPY
2009-03-02,72.52,73.92,70.37,70.6,57.04,426452600,SPY
2009-03-03,71.61,71.7,69.64,70.07,56.61,443761000,SPY
2009-03-04,71.23,72.87,70.07,71.73,57.95,462753100,SPY
2009-03-05,70.1,71.73,68.17,68.8,55.58,485549400,SPY
2009-03-06,69.4,70.45,67.1,68.92,55.68,490470000,SPY
2009-03-09,67.95,70.0,67.73,68.11,55.02,379905300,SPY
2009-03-10,69.51,72.37,69.37,72.17,58.3,406227900,SPY
2009-03-11,73.0,73.75,71.83,72.64,58.68,356648300,SPY
2009-03-12,72.62,75.75,71.97,75.5,60.99,409702700,SPY
2009-03-13,76.01,76.98,74.73,76.09,61.47,337474700,SPY
2009-03-16,76.96,77.97,75.81,75.86,61.28,360644900,SPY
2009-03-17,76.07,78.36,75.45,78.18,63.16,356814300,SPY
2009-03-18,77.81,80.9,77.07,79.93,64.57,473273200,SPY
2009-03-19,80.93,81.0,78.69,78.94,63.77,428520400,SPY
2009-03-20,78.76,78.91,76.53,76.71,62.42,371078200,SPY
2009-03-23,78.74,82.29,78.31,82.22,66.9,419933300,SPY
2009-03-24,81.24,82.36,80.51,80.6,65.58,330271000,SPY
2009-03-25,81.23,82.7,79.06,81.45,66.27,441775100,SPY
2009-03-26,82.25,83.3,81.32,83.11,67.62,422025200,SPY
2009-03-27,82.05,82.53,81.31,81.61,66.4,322332300,SPY
2009-03-30,79.8,79.87,77.96,78.79,64.11,324108500,SPY
2009-03-31,79.56,81.08,79.05,79.52,64.7,364238300,SPY
2009-04-01,78.53,81.42,78.33,81.06,65.95,377018300,SPY
2009-04-02,83.08,84.61,81.13,83.43,67.88,476230700,SPY
2009-04-03,83.49,84.28,82.67,84.26,68.56,284646300,SPY
2009-04-06,83.34,84.28,82.29,83.6,68.02,264866600,SPY
2009-04-07,82.25,82.65,81.51,81.65,66.43,258947800,SPY
2009-04-08,82.06,82.94,81.54,82.53,67.15,230402800,SPY
2009-04-09,84.67,85.82,84.33,85.81,69.82,269653500,SPY
2009-04-13,84.92,86.54,84.58,85.83,69.84,224847500,SPY
2009-04-14,85.03,85.76,84.08,84.35,68.63,276598800,SPY
2009-04-15,83.84,85.42,83.61,85.25,69.36,250726100,SPY
2009-04-16,85.93,87.15,84.77,86.5,70.38,335202900,SPY
2009-04-17,86.83,87.65,86.14,87.08,70.85,262649000,SPY
2009-04-20,85.54,87.05,83.34,83.43,67.88,293690100,SPY
2009-04-21,82.82,85.13,82.75,85.06,69.21,114090900,SPY
2009-04-22,84.29,86.34,84.07,84.54,68.79,340395200,SPY
2009-04-23,84.71,85.42,83.63,85.37,69.46,324903700,SPY
2009-04-24,86.03,87.31,85.69,86.66,70.51,287703000,SPY
2009-04-27,85.68,87.01,85.54,85.84,69.84,289581600,SPY
2009-04-28,84.97,86.59,84.76,85.57,69.62,247926300,SPY
2009-04-29,86.52,88.36,86.3,87.39,71.1,311505700,SPY
2009-04-30,88.55,89.02,86.92,87.42,71.13,301419800,SPY
2009-05-01,87.44,88.21,86.72,87.89,71.51,236110300,SPY
2009-05-04,88.55,90.94,88.38,90.88,73.94,287120000,SPY
2009-05-05,90.57,90.93,89.84,90.57,73.69,243036300,SPY
2009-05-06,91.68,92.2,90.61,92.14,74.97,291941000,SPY
2009-05-07,93.01,93.15,90.28,90.86,73.93,317728000,SPY
2009-05-08,92.03,93.22,91.44,92.98,75.65,299081700,SPY
2009-05-11,91.7,92.11,91.04,91.24,74.24,247923600,SPY
2009-05-12,91.63,91.83,89.85,90.97,74.02,282431300,SPY
2009-05-13,89.74,90.01,88.5,88.68,72.15,269619100,SPY
2009-05-14,88.72,90.12,88.5,89.44,72.77,260098700,SPY
2009-05-15,89.37,90.0,88.15,88.71,72.18,271502700,SPY
2009-05-18,89.55,91.34,88.57,91.23,74.23,241447400,SPY
2009-05-19,91.18,91.97,90.81,91.12,74.14,206102200,SPY
2009-05-20,91.95,92.8,90.41,90.51,73.64,285722200,SPY
2009-05-21,89.46,89.8,88.26,89.21,72.59,258988400,SPY
2009-05-22,89.46,90.0,88.68,89.02,72.43,166811900,SPY
2009-05-26,88.36,91.56,88.32,91.3,74.29,236318500,SPY
2009-05-27,91.44,91.75,89.53,89.67,72.96,246015800,SPY
2009-05-28,90.46,91.34,89.1,90.92,73.98,289095000,SPY
2009-05-29,91.42,93.7,90.68,92.53,75.29,258641500,SPY
2009-06-01,93.67,95.17,93.43,94.77,77.11,276246800,SPY
2009-06-02,94.4,95.37,94.23,94.85,77.17,230874500,SPY
2009-06-03,94.04,94.13,92.76,93.65,76.2,235310500,SPY
2009-06-04,94.0,94.67,93.3,94.53,76.91,210102300,SPY
2009-06-05,95.49,95.67,93.8,94.55,76.93,284257900,SPY
2009-06-08,93.84,95.1,93.04,94.16,76.61,238565100,SPY
2009-06-09,94.69,95.14,94.02,94.64,77.0,225125500,SPY
2009-06-10,95.48,95.49,93.19,94.4,76.81,296100400,SPY
2009-06-11,94.58,96.11,94.56,94.82,77.15,275414200,SPY
2009-06-12,94.4,95.14,94.0,95.08,77.36,184361800,SPY
2009-06-15,93.96,94.02,92.4,92.9,75.59,224190500,SPY
2009-06-16,93.23,93.29,91.58,91.64,74.56,227319000,SPY
2009-06-17,91.6,92.33,90.83,91.55,74.49,223445200,SPY
2009-06-18,91.69,92.67,91.25,92.22,75.03,211725100,SPY
2009-06-19,92.58,92.7,91.52,92.04,75.31,215655600,SPY
2009-06-22,91.14,91.19,89.25,89.28,73.05,251913600,SPY
2009-06-23,89.47,89.88,88.85,89.35,73.11,188309800,SPY
2009-06-24,90.16,91.08,89.6,90.12,73.74,211577700,SPY
2009-06-25,89.67,92.17,89.57,92.08,75.34,279411000,SPY
2009-06-26,91.77,92.24,91.27,91.84,75.15,167579000,SPY
2009-06-29,92.11,92.82,91.6,92.7,75.85,168481300,SPY
2009-06-30,92.72,93.06,91.27,91.95,75.24,228888200,SPY
2009-07-01,92.34,93.23,92.21,92.33,75.55,173041100,SPY
2009-07-02,91.13,92.36,89.76,89.81,73.49,212309900,SPY
2009-07-06,88.94,89.93,88.66,89.8,73.48,174499600,SPY
2009-07-07,89.71,89.82,88.0,88.06,72.05,197088900,SPY
2009-07-08,88.59,88.8,87.0,88.0,72.01,248050500,SPY
2009-07-09,88.61,88.9,87.91,88.17,72.14,163777600,SPY
2009-07-10,87.7,88.49,87.35,87.96,71.97,173520300,SPY
2009-07-13,88.31,90.17,87.59,90.1,73.72,217413500,SPY
2009-07-14,90.38,90.69,89.73,90.61,74.14,181487400,SPY
2009-07-15,91.81,93.51,90.68,93.26,76.31,220877900,SPY
2009-07-16,93.0,94.51,92.82,93.11,76.19,231174500,SPY
2009-07-17,94.06,94.32,93.54,94.13,77.02,138561700,SPY
2009-07-20,94.68,95.29,94.19,95.13,77.84,164179400,SPY
2009-07-21,95.87,95.9,94.42,95.57,78.2,217718300,SPY
2009-07-22,94.96,96.13,94.89,95.55,78.18,196068100,SPY
2009-07-23,95.61,98.08,95.53,97.66,79.91,258795500,SPY
2009-07-24,97.2,98.14,96.69,98.06,80.24,154003100,SPY
2009-07-27,97.88,98.4,97.34,98.35,80.47,159259400,SPY
2009-07-28,97.66,98.37,97.06,97.89,80.1,186685200,SPY
2009-07-29,97.44,98.09,96.98,97.65,79.9,194399300,SPY
2009-07-30,98.83,99.83,98.6,98.67,80.74,225575400,SPY
2009-07-31,98.65,99.47,98.38,98.81,80.85,207358000,SPY
2009-08-03,99.85,100.53,99.31,100.44,82.18,175776900,SPY
2009-08-04,99.99,100.84,99.78,100.7,82.4,176714600,SPY
2009-08-05,100.77,100.86,99.58,100.41,82.16,184726400,SPY
2009-08-06,100.87,101.02,99.42,99.89,81.73,193203800,SPY
2009-08-07,100.94,102.03,100.39,101.2,82.81,220640900,SPY
2009-08-10,100.74,101.22,100.27,100.99,82.63,130898700,SPY
2009-08-11,100.54,100.61,99.46,99.73,81.6,157301000,SPY
2009-08-12,99.56,101.56,99.51,100.8,82.48,219052400,SPY
2009-08-13,101.26,101.61,100.26,101.57,83.11,176449500,SPY
2009-08-14,101.52,101.6,99.7,100.79,82.47,199616100,SPY
2009-08-17,98.85,98.95,98.11,98.31,80.44,237667500,SPY
2009-08-18,98.53,99.44,98.35,99.09,81.08,173461500,SPY
2009-08-19,98.31,100.3,98.21,99.96,81.79,192812800,SPY
2009-08-20,100.09,101.22,99.87,100.99,82.63,174131300,SPY
2009-08-21,101.82,103.13,101.62,102.97,84.25,224605000,SPY
2009-08-24,103.39,103.95,102.59,102.96,84.25,191279000,SPY
2009-08-25,103.37,104.26,102.94,103.16,84.41,215310600,SPY
2009-08-26,102.84,103.64,102.49,103.17,84.42,194620700,SPY
2009-08-27,103.11,103.72,101.94,103.4,84.61,196230100,SPY
2009-08-28,104.23,104.35,102.67,103.38,84.59,147024400,SPY
2009-08-31,102.37,102.58,101.79,102.46,83.84,176051600,SPY
2009-09-01,101.95,103.24,99.99,100.2,81.99,321276800,SPY
2009-09-02,99.78,100.44,99.57,99.82,81.68,171805000,SPY
2009-09-03,100.4,100.77,99.59,100.65,82.36,143572300,SPY
2009-09-04,100.85,102.09,100.55,102.06,83.51,142687900,SPY
2009-09-08,103.0,103.05,102.39,102.94,84.23,132909100,SPY
2009-09-09,103.12,104.08,102.8,103.73,84.88,154612500,SPY
2009-09-10,103.8,104.86,103.22,104.79,85.74,162902400,SPY
2009-09-11,104.99,105.3,104.28,104.77,85.73,152360100,SPY
2009-09-14,103.88,105.46,103.15,105.28,86.15,149593800,SPY
2009-09-15,105.45,106.11,104.76,105.72,86.51,196795900,SPY
2009-09-16,106.1,107.34,105.73,107.32,87.81,206406300,SPY
2009-09-17,107.17,108.06,106.57,107.16,87.68,229170900,SPY
2009-09-18,107.15,107.16,106.36,106.72,87.74,153799100,SPY
2009-09-21,105.89,107.0,105.66,106.45,87.52,151892000,SPY
2009-09-22,107.08,107.37,106.6,107.07,88.03,143126700,SPY
2009-09-23,107.32,108.03,105.99,106.18,87.3,225947400,SPY
2009-09-24,106.41,106.64,104.55,105.01,86.33,228636800,SPY
2009-09-25,104.78,105.36,104.09,104.45,85.87,204059000,SPY
2009-09-28,104.85,106.55,104.83,106.32,87.41,118285800,SPY
2009-09-29,106.51,107.02,105.78,106.0,87.15,133733900,SPY
2009-09-30,106.36,106.46,104.62,105.59,86.81,254383000,SPY
2009-10-01,103.0,105.73,102.95,102.97,84.66,281840600,SPY
2009-10-02,102.02,103.1,101.99,102.49,84.26,224748800,SPY
2009-10-05,102.9,104.32,102.6,104.02,85.52,149875000,SPY
2009-10-06,104.77,106.11,104.71,105.51,86.74,202491100,SPY
2009-10-07,105.27,105.91,105.07,105.8,86.98,159200300,SPY
2009-10-08,106.55,107.17,105.85,106.61,87.65,183305800,SPY
2009-10-09,106.64,107.26,106.36,107.26,88.18,135008300,SPY
2009-10-12,107.76,108.09,107.28,107.68,88.53,118031000,SPY
2009-10-13,107.39,107.71,106.76,107.46,88.35,157692700,SPY
2009-10-14,108.72,109.42,107.42,109.31,89.87,191421600,SPY
2009-10-15,108.78,109.71,108.73,109.71,90.2,173873600,SPY
2009-10-16,108.8,109.27,108.23,108.89,89.52,192069400,SPY
2009-10-19,109.07,110.13,108.73,109.79,90.26,159530400,SPY
2009-10-20,109.95,109.99,108.68,109.21,89.79,180921100,SPY
2009-10-21,109.04,110.31,108.15,108.23,88.98,225379300,SPY
2009-10-22,108.19,109.68,107.5,109.33,89.89,238444000,SPY
2009-10-23,109.69,109.76,107.63,108.08,88.86,240033200,SPY
2009-10-26,108.2,109.31,106.61,106.91,87.9,242028200,SPY
2009-10-27,107.03,107.39,106.16,106.42,87.49,253266300,SPY
2009-10-28,106.15,106.48,104.35,104.41,85.84,248821400,SPY
2009-10-29,105.19,106.86,104.94,106.65,87.68,198110600,SPY
2009-10-30,106.3,106.62,103.44,103.56,85.14,325608100,SPY
2009-11-02,104.13,105.41,103.08,104.32,85.77,254222900,SPY
2009-11-03,103.74,104.8,103.54,104.65,86.04,228362600,SPY
2009-11-04,105.51,106.33,104.65,104.92,86.26,247996700,SPY
2009-11-05,105.66,106.88,105.44,106.85,87.85,180015300,SPY
2009-11-06,106.26,107.4,106.05,107.13,88.08,170954100,SPY
2009-11-09,107.95,109.63,107.87,109.57,90.08,159495700,SPY
2009-11-10,109.31,109.93,108.97,109.59,90.1,171899800,SPY
2009-11-11,110.31,110.82,109.62,110.15,90.56,169466200,SPY
2009-11-12,110.0,110.57,108.75,109.03,89.64,157144500,SPY
2009-11-13,109.31,110.09,108.75,109.62,90.12,150963000,SPY
2009-11-16,110.38,111.69,110.32,111.21,91.43,210922200,SPY
2009-11-17,110.92,111.39,110.5,111.34,91.54,147134100,SPY
2009-11-18,111.26,111.43,110.57,111.27,91.48,156486800,SPY
2009-11-19,110.51,111.31,109.13,109.82,90.29,208734600,SPY
2009-11-20,109.25,109.76,109.01,109.43,89.97,134196000,SPY
2009-11-23,110.72,111.74,110.6,110.82,91.11,148010200,SPY
2009-11-24,111.0,111.2,110.01,110.99,91.25,138420100,SPY
2009-11-25,111.17,111.5,110.82,111.38,91.57,109564800,SPY
2009-11-27,108.4,110.32,108.29,109.57,90.08,126001800,SPY
2009-11-30,109.48,110.2,108.12,109.94,90.39,160874800,SPY
2009-12-01,110.92,111.66,110.73,111.3,91.5,159613700,SPY
2009-12-02,111.28,112.01,110.92,111.25,91.46,132315100,SPY
2009-12-03,111.55,112.18,110.29,110.38,90.75,167324900,SPY
2009-12-04,111.84,112.38,110.04,111.01,91.27,274907800,SPY
2009-12-07,110.91,111.53,110.49,110.84,91.13,127973800,SPY
2009-12-08,110.04,110.77,109.27,109.61,90.12,169863700,SPY
2009-12-09,109.58,110.18,109.02,110.02,90.45,155063400,SPY
2009-12-10,110.7,111.12,110.45,110.64,90.96,138014600,SPY
2009-12-11,111.11,111.36,110.61,111.11,91.35,124854000,SPY
2009-12-14,111.87,112.0,111.13,111.87,91.97,107141500,SPY
2009-12-15,111.46,111.92,111.0,111.35,91.55,120408800,SPY
2009-12-16,111.8,112.13,111.27,111.52,91.69,155358200,SPY
2009-12-17,110.72,110.93,110.08,110.18,90.58,183390100,SPY
2009-12-18,110.2,110.3,109.28,110.21,91.1,174591200,SPY
2009-12-21,110.76,111.7,110.76,111.33,92.02,118039600,SPY
2009-12-22,111.57,111.97,111.43,111.73,92.35,91707500,SPY
2009-12-23,112.0,112.11,111.5,111.95,92.53,111783100,SPY
2009-12-24,112.19,112.6,112.0,112.48,92.97,39677500,SPY
2009-12-28,112.9,112.99,112.32,112.72,93.17,87508500,SPY
2009-12-29,113.01,113.03,112.55,112.56,93.04,80572500,SPY
2009-12-30,112.23,112.65,112.17,112.52,93.01,73138400,SPY
2009-12-31,112.77,112.8,111.39,111.44,92.11,90637900,SPY
2010-01-04,112.37,113.39,111.51,113.33,93.68,118944600,SPY
2010-01-05,113.26,113.68,112.85,113.63,93.92,111579900,SPY
2010-01-06,113.52,113.99,113.43,113.71,93.99,116074400,SPY
2010-01-07,113.5,114.33,113.18,114.19,94.39,131091100,SPY
2010-01-08,113.89,114.62,113.66,114.57,94.7,126402800,SPY
2010-01-11,115.08,115.13,114.24,114.73,94.83,106375700,SPY
2010-01-12,113.97,114.21,113.22,113.66,93.95,163333500,SPY
2010-01-13,113.95,114.94,113.37,114.62,94.74,161822000,SPY
2010-01-14,114.49,115.14,114.42,114.93,95.0,115718800,SPY
2010-01-15,114.73,114.84,113.2,113.64,93.93,212283100,SPY
2010-01-19,113.62,115.13,113.59,115.06,95.11,139172700,SPY
2010-01-20,114.28,114.45,112.98,113.89,94.14,216490200,SPY
2010-01-21,113.92,114.27,111.56,111.7,92.33,344859600,SPY
2010-01-22,111.2,111.74,109.09,109.21,90.27,345942400,SPY
2010-01-25,110.21,110.41,109.41,109.77,90.73,186937500,SPY
2010-01-26,109.34,110.47,109.04,109.31,90.35,211168800,SPY
2010-01-27,109.17,110.08,108.33,109.83,90.78,271863600,SPY
2010-01-28,110.19,110.25,107.91,108.57,89.74,316104000,SPY
2010-01-29,109.04,109.8,107.22,107.39,88.77,310677600,SPY
2010-02-01,108.15,109.07,107.5,109.06,90.15,187865000,SPY
2010-02-02,109.26,110.59,108.88,110.38,91.24,216327900,SPY
2010-02-03,109.88,110.48,109.51,109.83,90.78,172730700,SPY
2010-02-04,108.98,109.03,106.42,106.44,87.98,356715700,SPY
2010-02-05,106.56,106.88,104.58,106.66,88.16,493585800,SPY
2010-02-08,106.74,107.33,105.81,105.89,87.53,224166900,SPY
2010-02-09,107.13,108.15,106.27,107.22,88.62,337820500,SPY
2010-02-10,107.05,107.6,106.11,107.01,88.45,240511500,SPY
2010-02-11,106.87,108.25,106.25,108.13,89.38,223591600,SPY
2010-02-12,106.99,108.1,106.51,108.04,89.3,304622100,SPY
2010-02-16,108.86,109.85,107.82,109.74,90.71,159317500,SPY
2010-02-17,110.27,110.41,109.74,110.26,91.14,168845100,SPY
2010-02-18,110.08,111.14,110.04,110.91,91.67,193708600,SPY
2010-02-19,110.62,111.57,110.36,111.14,91.87,222684900,SPY
2010-02-22,111.55,111.58,110.83,111.16,91.88,132346900,SPY
2010-02-23,110.86,111.2,109.52,109.81,90.77,207497000,SPY
2010-02-24,110.14,111.0,109.86,110.82,91.6,176350700,SPY
2010-02-25,109.24,110.75,108.94,110.67,91.48,259634700,SPY
2010-02-26,110.77,111.12,110.11,110.74,91.53,173589300,SPY
2010-03-01,111.2,112.0,111.17,111.89,92.49,147709700,SPY
2010-03-02,112.37,112.74,112.0,112.2,92.74,160992400,SPY
2010-03-03,112.49,112.97,112.02,112.3,92.82,150785000,SPY
2010-03-04,112.45,112.8,112.03,112.64,93.1,135770400,SPY
2010-03-05,113.37,114.34,113.1,114.25,94.44,176118800,SPY
2010-03-08,114.26,114.52,114.07,114.27,94.45,114631200,SPY
2010-03-09,113.93,114.99,113.87,114.46,94.61,154556700,SPY
2010-03-10,114.51,115.28,114.41,114.97,95.03,186088800,SPY
2010-03-11,114.7,115.48,114.35,115.45,95.43,160791100,SPY
2010-03-12,115.95,115.97,115.14,115.46,95.44,162074800,SPY
2010-03-15,115.26,115.57,114.6,115.49,95.46,146816800,SPY
2010-03-16,115.81,116.52,115.49,116.41,96.22,168673000,SPY
2010-03-17,116.76,117.48,116.42,117.1,96.79,177468100,SPY
2010-03-18,117.11,117.27,116.57,117.04,96.74,196509100,SPY
2010-03-19,115.97,117.29,115.52,115.97,96.25,226641100,SPY
2010-03-22,115.31,116.8,115.24,116.59,96.77,184477800,SPY
2010-03-23,116.76,117.51,116.38,117.41,97.45,182941600,SPY
2010-03-24,116.97,117.43,115.58,116.84,96.97,196072600,SPY
2010-03-25,117.63,118.17,116.51,116.65,96.82,223396300,SPY
2010-03-26,116.87,117.42,116.12,116.58,96.76,205808500,SPY
2010-03-29,117.17,117.53,116.69,117.32,97.37,134513500,SPY
2010-03-30,117.46,117.83,116.91,117.4,97.44,145772500,SPY
2010-03-31,116.95,117.52,116.61,117.0,97.11,161078700,SPY
2010-04-01,117.8,118.25,117.1,117.8,97.77,161215200,SPY
2010-04-05,118.25,118.84,117.92,118.76,98.57,105847600,SPY
2010-04-06,118.42,119.25,118.29,119.04,98.8,110384200,SPY
2010-04-07,118.8,119.36,117.81,118.36,98.24,184576300,SPY
2010-04-08,117.95,118.97,117.6,118.77,98.58,158704000,SPY
2010-04-09,119.02,119.6,118.8,119.55,99.22,133006500,SPY
2010-04-12,119.7,120.05,119.56,119.74,99.38,110279000,SPY
2010-04-13,119.62,120.04,119.0,119.83,99.46,125043600,SPY
2010-04-14,120.27,121.19,120.08,121.19,100.58,161609000,SPY
2010-04-15,120.99,121.57,120.95,121.29,100.67,144615300,SPY
2010-04-16,120.86,121.29,118.75,119.36,99.07,366786700,SPY
2010-04-19,119.01,119.93,118.47,119.81,99.44,217947800,SPY
2010-04-20,120.56,120.98,119.87,120.88,100.33,157708000,SPY
